[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-24 21:32:04] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-24 21:32:09] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523\
[2024-10-24 21:32:09] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/CIFI/
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf25a129-R9s1J1.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:76a6bc17a039baaf3729b170e2d98502d1e01d86===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf2661b6-3hzhce.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=2041
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=2041
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf2661b6-3hzhce.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:da7117071766c796e6d0ae90455a097e7a310f0f===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf273fc1-pfBsDa.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=2042
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=2042
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 432 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf273fc1-pfBsDa.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:6a14bf51bdef2c131a5dc121d33496c9d00eca72===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf28200c-qWWWs1.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=2043
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=2043
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 335 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf28200c-qWWWs1.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:22f2ab09998feeef3d87b9566e6ddf307f186b64===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf290c27-WxXW68.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css?simply_static_page=2044
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css?simply_static_page=2044
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 439 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf290c27-WxXW68.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:835cc1609de265bf950355284b5a32e2f4e8859a===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf29dffe-pWojAM.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?simply_static_page=2045
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?simply_static_page=2045
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 340 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf29dffe-pWojAM.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:323777872fb2502ad14b40221f1e1941cebdc96c===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf2ad496-MPdzlm.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css?simply_static_page=2046
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css?simply_static_page=2046
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 648 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf2ad496-MPdzlm.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:04dda2823f453543d933e765b01bd0bcf5676ed2===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf2b97be-9Fjwjb.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css?simply_static_page=2047
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css?simply_static_page=2047
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 567 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf2b97be-9Fjwjb.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:7cd0ece16533b21ac350234819ab2f887eed0776===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf2c52c7-XqPC0z.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css?simply_static_page=2048
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css?simply_static_page=2048
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 273 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf2c52c7-XqPC0z.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:32:34] [class-ss-page.php:119] Checking Content Identical:8b322284b9107df2b2155203bf05a1db54ab8246===. Value: FALSE
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-10-24 21:32:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 881
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abcf2d177a-YwsTFk.tmp
[2024-10-24 21:32:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css?simply_static_page=2049
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css?simply_static_page=2049
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:103] Filesize: 250 bytes
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-10-24 21:32:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abcf2d177a-YwsTFk.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:32:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
